Frits Philips	Q658734	1905	2005	18	Dutch entrepreneur (1905–2005)
Katherine Philips	Q2172000	1632	1664	14	Anglo-Welsh poet and translator (1632–1664)
Arthur Phillip	Q311548	1738	1814	44	British naval officer and first Governor of New South Wales (1738-1814)
Irna Phillips	Q2340742	1901	1973	10	American screenwriter and actress (1901–1973)
Julia Phillips	Q2613709	1944	2002	19	American film producer and author (1944–2002)
Sam Phillips	Q321354	1923	2003	31	American businessman, record executive, record producer and DJ (1923–2003)
William Daniel Phillips	Q190756	1948	ALIVE	66	physics Nobel laureate
Philo	Q189597	-15	45	57	Hellenistic Jewish philosopher who lived in Alexandria (c. 20 BCE-c. 50 CE)
Philopoemen	Q366117	-253	-183	34	ancient Greek general
John Philoponus	Q317632	490	570	36	Byzantine philologist and philosopher (c. 490–c. 570)
Joaquin Phoenix	Q185140	1974	ALIVE	83	American actor
Kaysone Phomvihane	Q320100	1920	1992	35	first General Secretary of the Lao People's Revolutionary Party (r. 1955-1992)
Phormio	Q2338787	UNKNOWN	-428	20	Athenian general and admiral
Phryne	Q232790	-371	-310	36	4th-century BC Greek courtesan
Vũ Trọng Phụng	Q1611010	1912	1939	6	Vietnamese writer (1912–1939)
Maurice Pialat	Q503898	1925	2003	35	French filmmaker (1925-2003)
Renzo Piano	Q190148	1937	ALIVE	67	Italian architect (1937-)
Gregor Piatigorsky	Q364868	1903	1976	27	Ukraine-born American cellist
Francesco Maria Piave	Q334205	1810	1876	30	Italian librettist (1810–1876)
Paloma Picasso	Q270356	1949	ALIVE	31	French/Spanish fashion designer and businesswoman
Bertrand Piccard	Q366255	1958	ALIVE	29	Swiss balloonist and psychiatrist
Jacques Piccard	Q315231	1922	2008	40	Swiss oceanographer (1922–2008)
Michel Piccoli	Q295257	1925	2020	52	French actor (1925–2020)
T. Boone Pickens	Q370092	1928	2019	9	American financier; Chairman, BP Capital Management (1928-2019)
Edward Charles Pickering	Q156896	1846	1919	42	American astronomer (1846–1919)
Georges Picquart	Q717539	1854	1914	29	French general (1854-1914)
Ferdinand Piëch	Q78713	1937	2019	29	Austrian manager (1937-2019)
Francois Pienaar	Q168675	1967	ALIVE	23	South African rugby union player
Franklin Pierce	Q12312	1804	1869	129	president of the United States from 1853 to 1857
Jack Pierce (make-up artist)	Q324604	1889	1968	12	American makeup artist (1889-1968)
DBC Pierre	Q336565	1961	ALIVE	31	Australian writer
Albert Pierrepoint	Q945914	1905	1992	24	English executioner (1905–1992)
Antonio Pigafetta	Q310922	1490	1530	43	Venetian diplomat, historian, and explorer of the Pacific and Chile
Lester Piggott	Q377345	1935	2022	13	British champion jockey (1935–2022)
Arthur Cecil Pigou	Q313034	1877	1959	38	British economist (1877-1959)
Zebulon Pike	Q169549	1779	1813	25	American military officer, explorer, and writer (1779-1813)
Thomas Piketty	Q984448	1971	ALIVE	50	French economist (born 1971)
Marcelo H. del Pilar	Q312542	1850	1896	38	Filipino writer, lawyer, and journalist
Pontius Pilate	Q17131	-12	UNKNOWN	87	fifth Prefect of the Roman province of Judaea, from AD 26–36
Percy Pilcher	Q1930595	1866	1899	14	British aviator (1866–1899)
John Pilger	Q471546	1939	2023	40	Australian journalist (1939–2023)
Pisith Pilika	Q7198353	1965	1999	8	Cambodian ballet dancer and actress (1965–1999)
Dhanraj Pillay	Q3519483	1968	ALIVE	15	Indian field hockey player
Patriarch Pimen I of Moscow	Q547687	1910	1990	26	Russian bishop (1910–1990)
Paul Pimsleur	Q2634543	1927	1976	14	American linguist (1927-1976)
Gregory G. Pincus	Q334361	1903	1967	27	American biochemist (1903–1967)
Pindar	Q134929	-522	-450	68	ancient Greek lyric poet
Lynden Pindling	Q920953	1930	2000	25	Bahamian politician (1930-2000)
Sebastián Piñera	Q306	1949	2024	84	Chilean entrepreneur and politician (1949–2024)
Joseph Pinetti	Q3108128	1750	1799	5	Italian magician
Sister Ping	Q7531177	1949	2014	6	Chinese human smuggler
Pingala	Q527384	-150	UNKNOWN	24	ancient Indian mathematician
Robert Pinget	Q123389	1919	1997	25	Franco-Swiss writer (1919–1997)
Pink (singer)	Q160009	1979	ALIVE	78	American singer, songwriter, and actress (born 1979)
Pink Lady (duo)	Q498416	UNKNOWN	ALIVE	10	Japanese musical group; idol duo
Steven Pinker	Q212730	1954	ALIVE	51	Canadian-American cognitive psychologist, linguist, and author, an advocate of evolutionary psychology and the computational theory of the mind
Allan Pinkerton	Q365650	1819	1884	29	Scottish-American civil war detective and spy
Harold Pinter	Q41042	1930	2008	97	British playwright (1930–2008)
Manuel Pinto da Costa	Q295049	1937	ALIVE	39	President of São Tomé and Príncipe, economist
Fernão Mendes Pinto	Q363923	1509	1583	28	Portuguese explorer and writer (1509–1583)
Martín Alonso Pinzón	Q505653	1441	1493	22	Spanish explorer
Vicente Yáñez Pinzón	Q312765	1462	1600	36	Spanish navigator, explorer
Padre Pio	Q193754	1887	1968	49	Italian saint, priest, stigmatist and mystic
Peter Piot	Q493567	1949	ALIVE	21	Belgian microbiologist known for research into Ebola and AIDS (born 1949)
Roddy Piper	Q59630	1954	2015	33	Canadian professional wrestler (1954–2015)
Henri Pirenne	Q312501	1862	1935	37	Belgian historian (1862-1935)
Nikolay Pirogov	Q315266	1810	1881	46	Russian medical scientist (1810-1881)
Niko Pirosmani	Q310896	1862	1918	47	Georgian artist (1862-1918)
Robert M. Pirsig	Q366575	1928	2017	27	American writer and philosopher (1928–2017)
Andrea Pisano	Q311031	1290	1348	38	14th century Italian sculptor and architect (1290–1348)
Giovanni Pisano	Q314932	1248	1315	36	Italian sculptor and architect
Nicola Pisano	Q364413	1225	1284	36	Italian sculptor and architect (1225–1284)
Aleksey Pisemsky	Q470371	1821	1881	27	Russian novelist and dramatist (1821–1881)
Christopher A. Pissarides	Q109582	1948	ALIVE	48	British-Cypriot economist
Joseph D. Pistone	Q714304	1939	ALIVE	23	American FBI agent
Oscar Pistorius	Q201377	1986	ALIVE	66	South African sprinter and convicted murderer (born 1986)
Brad Pitt	Q35332	1963	ALIVE	128	American actor and filmmaker (born 1963)
Pope Pius VI	Q128019	1717	1799	81	Pope of the Catholic Church from 1775 to 1799
Pope Pius VII	Q124754	1742	1823	86	head of the Catholic Church, ruler of the Papal States from 1800 to 1823 (1742–1823)
Pope Pius X	Q43739	1835	1914	98	Pope of the Catholic Church from 1903 to 1914, saint
Pope Pius XII	Q2604	1876	1958	105	pope of the Catholic Church from 1939 to 1958
Antoninus Pius	Q1429	86	161	89	15th Roman Emperor (138–161)
Frances Fox Piven	Q274697	1932	ALIVE	11	American sociologist (born 1932)
Pixies (band)	Q188464	UNKNOWN	ALIVE	50	American alternative rock band
Pixinguinha	Q281086	1897	1973	20	Brazilian composer (1897–1973)
Piye	Q315695	-800	-716	46	ancient Kushite king and Egyptian pharaoh
Gonzalo Pizarro	Q435292	1502	1548	29	Spanish conquistador, younger paternal half-brother of Francisco Pizarro
Hernando Pizarro	Q719855	1502	1578	17	Spanish conquistador
Robert Plant	Q428223	1948	ALIVE	66	English musician and lead vocalist of Led Zeppelin
Jacques Plante	Q538935	1929	1986	23	Canadian ice hockey player (1929–1986)
Alvin Plantinga	Q355201	1932	ALIVE	34	American Christian philosopher
Michel Platini	Q4261	1955	ALIVE	92	French football player, manager and executive (born 1955)
Andrei Platonov	Q315147	1899	1951	44	Russian author (1899–1951)
Pierre Guillaume Frédéric le Play	Q452627	1806	1882	30	French engineer, sociologist and economist (1806-1882)
Gary Player	Q469721	1935	ALIVE	34	South African golfer
William Playfair	Q738532	1759	1823	23	British mathematician, engineer and political economist (1759-1823)
Thomas Playford IV	Q528382	1896	1981	8	Australian politician and fruit grower (1896-1981)
Galo Plaza	Q887063	1906	1987	25	President of Ecuador (1948 - 1952)
Donald Pleasence	Q314914	1919	1995	74	British actor (1919–1995)
Jože Plečnik	Q314886	1872	1957	39	Slovenian architect
Georgi Plekhanov	Q182905	1856	1918	58	Russian philosopher (1856–1918)
Pliny the Younger	Q168707	61	113	75	Roman lawyer, author and magistrate (61 – c.113)
Maya Plisetskaya	Q460756	1925	2015	57	Russian ballet dancer (1925-2015)
Issa Pliyev	Q670030	1903	1979	26	Soviet general (1903–1979)
Robert Plomin	Q3401334	1948	ALIVE	13	American psychologist and geneticist
Igor Plotnitsky	Q17582456	1964	ALIVE	23	the Head of the unrecognised Luhansk People's Republic, in eastern Ukraine
Christopher Plummer	Q190523	1929	2021	98	Canadian actor (1929–2021)
Evgeni Plushenko	Q992223	1982	ALIVE	38	Russian figure skater and figure skating coach
Pocahontas	Q193406	1596	1617	64	American native woman
Nikolai Podgorny	Q295781	1903	1983	47	Soviet politician (1903-1983)
Lilia Podkopayeva	Q237276	1978	ALIVE	38	Ukrainian artistic gymnast, coach, and dancer (born 1978)
Fernando Poe Jr.	Q1373770	1939	2004	21	Filipino actor, film director, and politician (1939–2004)
Amy Poehler	Q230203	1971	ALIVE	63	American actress
Tadej Pogačar	Q26904312	1998	ALIVE	51	Slovenian cyclist (born 1998)
Hifikepunye Pohamba	Q57469	1935	ALIVE	50	Namibian politician
Raymond Poincaré	Q191974	1860	1934	72	French statesman and lawyer, President of France (1860-1934)
Jean Léonard Marie Poiseuille	Q550943	1797	1869	23	French physicist (1797-1869)
Pokimane	Q55956238	1996	ALIVE	28	Moroccan-Canadian streamer and YouTuber (born 1996)
John Polanyi	Q237825	1929	ALIVE	56	Hungarian-Canadian chemist
Karl Polanyi	Q318029	1886	1964	40	Hungarian economist, philosopher and historian
Michael Polanyi	Q163087	1891	1976	37	Hungarian-British polymath (1891–1976)
Judit Polgár	Q183250	1976	ALIVE	67	Hungarian chess player
The Police	Q178095	UNKNOWN	ALIVE	61	English rock band
John William Polidori	Q364264	1795	1821	31	English writer and physician (1795–1821)
Anna Politkovskaya	Q131240	1958	2006	80	Russian journalist (1958–2006)
Hugh David Politzer	Q107407	1949	ALIVE	65	American physicist
James K. Polk	Q11891	1795	1849	133	President of the United States from 1845 to 1849 (1795–1849)
Sydney Pollack	Q51522	1934	2008	72	American film director, producer and actor (1934-2008)
Graeme Pollock	Q984333	1944	ALIVE	16	South African cricketer
Sergei Polunin	Q4370991	1989	ALIVE	25	Ukrainian-born ballet dancer, actor and model
George Pólya	Q296259	1887	1985	44	Hungarian mathematician (1887-1985)
Valeri Polyakov	Q317792	1942	2022	49	Soviet and Russian cosmonaut
Polybius	Q131169	-200	-120	70	ancient Greek historian
Polycarp	Q192371	69	155	55	Christian bishop of Smyrna
Polygnotus	Q182855	-500	-500	29	5th-century BC Greek painter
Polykleitos	Q193422	-490	-420	47	fifth century BCE Greek sculptor
Pōmare I	Q887971	1742	1803	23	King of Tahiti
Pōmare IV	Q466838	1813	1877	24	Queen of Tahiti (1813-1877)
Pōmare V	Q879812	1839	1891	20	King of Tahiti (1839-1891)
Pōmare II	Q887744	1782	1821	23	King of Tahiti
Madame de Pompadour	Q188965	1721	1764	57	chief mistress of Louis XV of France (1721-1764)
Raul Pompeia	Q3064910	1863	1895	12	Brazilian writer (1863–1895)
Sextus Pompey	Q295228	UNKNOWN	-35	36	Roman politician and general (c. 67–35 BC)
Georges Pompidou	Q2185	1911	1974	134	President of France from 1969 to 1974
Pomponius Mela	Q297515	15	100	40	Roman geographer of the first century
Francis Ponge	Q551749	1899	1988	28	French writer (1899–1988)
Stanisław August Poniatowski	Q54019	1732	1798	58	King of Poland and Grand Duke of Lithuania (1764-1795)
Rosa Ponselle	Q260264	1897	1981	24	American operatic soprano (1897–1981)
Gillo Pontecorvo	Q53031	1919	2006	32	Italian film director (1919–2006)
Pontiac (Odawa leader)	Q314960	1720	1769	33	Ottawa Indian leader (1720-1769)
Ricky Ponting	Q472649	1974	ALIVE	27	Australian cricketer
Henrik Pontoppidan	Q225554	1857	1943	81	Danish writer, Nobel Laureate
Pontormo	Q207929	1494	1556	49	Florentine Mannerist painter
Charles Ponzi	Q360145	1882	1949	35	Italian businessman and con artist (1882–1949)
Jintara Poonlarp	Q383197	1969	ALIVE	75	Thai female singer
Po'pay	Q1479984	1630	1688	12	Tewa religious leader
Aleksandr Popov (physicist)	Q191799	1859	1905	55	Russian physicist
Oleg Popov	Q173834	1930	2016	29	Soviet and Russian clown and circus artist (1930—2016)
Gregg Popovich	Q456730	1949	ALIVE	31	American basketball coach
Frank Popper	Q3082774	1918	2020	8	French art historian
Petro Poroshenko	Q58077	1965	ALIVE	103	5th President of Ukraine
Porphyry of Tyre	Q203445	233	301	57	3rd-century Greek Neoplatonist philosopher
Ferdinand Porsche	Q57249	1875	1951	62	Austrian-born German automotive engineer, inventor (1875–1951)
Richard Porson	Q852657	1759	1808	13	English classical scholar (1759–1808)
Giacomo della Porta	Q175566	1532	1602	37	Italian architect and sculptor (1532-1602)
Cole Porter	Q215120	1891	1964	53	American composer and songwriter (1891–1964)
Edwin S. Porter	Q347864	1870	1941	35	American film pioneer (1870–1941)
Michael Porter	Q272146	1947	ALIVE	36	American engineer and economist
Peter Porter (poet)	Q1528113	1929	2010	10	Australian, British based poet (1929-2010)
Portishead (band)	Q191352	UNKNOWN	ALIVE	47	English band
William Cavendish-Bentinck, 3rd Duke of Portland	Q157208	1738	1809	44	British politician and prime minister (1738–1809)
Natalie Portman	Q37876	1981	ALIVE	118	Israeli-American actress (born 1981)
Porus	Q28935	-400	-316	51	ancient Indian king
Posidonius	Q185770	-135	-51	55	Greek Stoic philosopher (c.135 – c.51 BC)
Richard Posner	Q533583	1939	ALIVE	24	United States federal judge
Sydney Possuelo	Q1363174	1940	ALIVE	9	Brazilian explorer
Neil Postman	Q436131	1931	2003	32	American writer and academic (1931-2003)
Grigory Potemkin	Q243201	1739	1791	54	Russian military leader and politician (1739–1791)
Beatrix Potter	Q214565	1866	1943	72	British children's writer and illustrator (1866–1943)
Francis Poulenc	Q191408	1899	1963	52	French composer and pianist (1899–1963)
Marie-Philip Poulin	Q2073655	1991	ALIVE	24	Canadian ice hockey player
Dick Pound	Q1398503	1942	ALIVE	17	Canadian swimmer, Olympic athlete, British Empire Games gold medallist, International Olympic Committee vice president, university chancellor, lawyer
Anthony Powell	Q573813	1905	2000	25	English novelist (1905-2000)
Bud Powell	Q312692	1924	1966	31	American jazz pianist and composer (1924–1966)
C. F. Powell	Q178103	1903	1969	72	British physicist
Colin Powell	Q150851	1937	2021	71	American general and diplomat (1937–2021)
Eleanor Powell	Q256117	1912	1982	26	Dancer, actress
Enoch Powell	Q333028	1912	1998	34	British politician (1912–1998)
Michael Powell	Q55234	1905	1990	34	English film director (1905-1990)
Mike Powell (long jumper)	Q271952	1963	ALIVE	43	Athletics competitor, long jumper
William Powell	Q105960	1892	1984	48	American actor (1892–1984)
Tyrone Power	Q309989	1914	1958	49	American actor (1914-1958)
Ann Powers	Q12066347	1964	ALIVE	7	American writer and music critic
Powhatan (Native American leader)	Q578878	1549	1618	20	Paramount chief of Tsenacommacah (1549-1618)
Moana Pozzi	Q242219	1961	1994	27	Italian television presenter and pornographic actress
Vittorio Pozzo	Q318041	1886	1968	44	Italian football player and manager (1886-1968)
Velupillai Prabhakaran	Q204016	1954	2009	46	founder of the Liberation Tigers of Tamil Eelam, a militant organization in Sri Lanka (1954-2009)
Prabhākara	Q15632651	UNKNOWN	ALIVE	10	Indian philosopher
Pushpa Kamal Dahal	Q315500	1954	ALIVE	54	Nepalese politician and former prime minister
Miuccia Prada	Q242342	1949	ALIVE	38	Italian fashion designer and entrepreneur
Cheryl Praeger	Q1070533	1948	ALIVE	10	Australian mathematician
Garab Dorje	Q1348937	1	1000	10	Buddhist master
Prajadhipok	Q313124	1893	1941	52	King of Siam
Slobodan Praljak	Q1270169	1945	2017	44	Bosnian Croat general and war criminal (1945–2017)
Pran (actor)	Q3111264	1920	2013	91	Indian actor (1920–2013)
Ludwig Prandtl	Q76683	1875	1953	37	German physicist (1875-1953)
Rajendra Prasad	Q197736	1884	1963	73	First President of the Republic of India
Terry Pratchett	Q46248	1948	2015	77	English fantasy author (1948–2015)
Pratinas	Q1362371	-600	-500	14	ancient Greek writer
Charles Pratt	Q3373540	1830	1891	8	American businessman and philanthropist (1830-1891)
Chris Pratt	Q503706	1979	ALIVE	125	American actor (born 1979)
Hugo Pratt	Q12113	1927	1995	40	Italian comic book creator (1927-1995)
Praxiteles	Q105290	-395	-330	53	Attic sculptor
Otto Preminger	Q52997	1905	1986	48	American director, producer and actor (1905–1986)
Edward C. Prescott	Q312585	1940	2022	51	American economist (1940-2022)
William H. Prescott	Q505844	1796	1859	24	American historian and Hispanist (1796–1859)
France Prešeren	Q1031	1800	1849	66	Slovene national poet, a Carniolan Romantic poet of Slovene descent (1800–1849)
Emeric Pressburger	Q55230	1902	1988	27	Hungarian-British screenwriter, director and producer (1902–1988)
Luís Carlos Prestes	Q742047	1898	1990	22	Brazilian politician (1898-1990)
Billy Preston	Q311450	1946	2006	45	American R&B musician (1946–2006)
Jacques Prévert	Q165274	1900	1977	66	French poet and screenwriter (1900-1977)
André Previn	Q155712	1929	2019	42	German-American conductor, pianist, and composer (1929–2019)
Abbé Prévost	Q311480	1697	1763	43	French novelist (1697–1763)
Marie Prevost	Q446120	1896	1937	26	Canadian actress (1898–1937)
George Cadle Price	Q542559	1919	2011	32	Prime Minister of Belize (1919-2011)
Leontyne Price	Q233718	1927	ALIVE	45	African-American soprano
Vincent Price	Q219640	1911	1993	62	American actor (1911–1993)
Charley Pride	Q1066772	1934	2020	25	American country musician (1934–2020)
J. B. Priestley	Q443528	1894	1984	36	English writer (1894–1984)
Guillermo Prieto	Q3544169	1818	1897	9	Mexican writer and politician (1818–1897)
Ilya Prigogine	Q183509	1917	2003	69	Russian-Belgian physical chemist (1917–2003)
Dmitri Prigov	Q537003	1940	2007	18	Russian artist and writer (1940–2007)
Miguel Primo de Rivera	Q192894	1870	1930	59	Spanish politician; dictator, aristocrat, and military officer who served as Prime Minister of Spain from 1923 to 1930
William Primrose	Q541922	1904	1982	18	Scottish violist (1904-1982)
Erik Prince	Q749887	1969	ALIVE	22	American businessman, former US Navy SEAL officer and the founder of the private military company Blackwater
Harold Prince	Q605924	1928	2019	24	American theatre producer and director (1928–2019)
Richard Prince	Q661520	1949	ALIVE	17	American painter and photographer (born 1949)
Princes in the Tower	Q648580	UNKNOWN	ALIVE	25	sons of King Edward IV of England
Gavrilo Princip	Q80492	1894	1918	90	Bosnian assassin (1894–1918)
John Prine	Q520296	1946	2020	22	American singer-songwriter (1946-2020)
Birgit Prinz	Q109868	1977	ALIVE	40	German association football player
Carlos Prío Socarrás	Q655779	1903	1977	24	president of Cuba (1903-1977)
Matthew Prior	Q1256302	1664	1721	17	British diplomat, poet (1664-1721)
Proclus	Q271809	412	485	49	5th-century Greek Neoplatonist philosopher
Procopius	Q186153	500	565	57	6th-century historian
Adelaide Anne Procter	Q4681673	1825	1864	22	English poet and philanthropist (1825–1864)
Joan Beauchamp Procter	Q1690717	1897	1931	16	British zoologist and herpetologist (1897-1931)
William Procter (industrialist)	Q556384	1801	1884	11	British co-founder of Procter & Gamble
The Prodigy	Q7256860	UNKNOWN	ALIVE	72	English electronic dance music group
Toše Proeski	Q220645	1981	2007	48	Macedonian musician (1981–2007)
Alf Prøysen	Q1323220	1914	1970	20	Norwegian singer-songwriter and author (1914-1970)
Alexander Prokhorov	Q83552	1916	2002	78	Soviet and Russian physicist (1916-2002)
Mikhail Prokhorov	Q233581	1965	ALIVE	43	Russian entrepreneur and politician (born 1965)
Prokop the Great	Q366500	1380	1434	29	Hussite priest and military leader
Vladimir Propp	Q313455	1895	1970	50	Russian folklorist, philologist and linguist
Alain Prost	Q10494	1955	ALIVE	69	French racing driver
Protagoras	Q169243	-486	-420	72	Pre-Socratic Greek philosopher (c.490–c.420 BC)
Sully Prudhomme	Q42247	1839	1907	98	French poet, Nobel prize for literature winner 1901 (1839–1907)
Bolesław Prus	Q144439	1847	1912	49	Polish novelist (1847–1912)
Jonathan Pryce	Q312702	1947	ALIVE	47	Welsh actor (born 1947)
Nikolay Przhevalsky	Q192442	1839	1888	53	Russian soldier, explorer, & geographer (1839-1888)
Psamtik II	Q373521	-700	-589	40	3rd Egyptian pharaoh of the 26th dynasty
Michael Psellos	Q294109	1018	1078	44	11th-century Byzantine monk, writer and court official
Pseudo-Democritus	Q3409585	-250	ALIVE	4	anonymous author(s) of works falsely attributed to Democritus
Psy	Q20150	1977	ALIVE	93	South Korean singer (born 1977)
Ptolemy II Philadelphus	Q39576	-308	-246	67	king of the Ptolemaic dynasty in Egypt (308–246 B.C.)
Ptolemy III Euergetes	Q39602	-284	-222	55	Egyptian pharaoh
Ptolemy XII Auletes	Q39991	-117	-51	50	1st-century BC Egyptian pharaoh
Public Enemy	Q209182	UNKNOWN	ALIVE	52	American hip-hop group
Wolfgang Puck	Q78893	1949	ALIVE	13	Austrian-American chef and restaurateur
Hermann, Fürst von Pückler-Muskau	Q61797	1785	1871	21	German nobleman, landscape artist and travel writer (1785-1871)
Vsevolod Pudovkin	Q55195	1893	1953	45	Soviet film director, screenwriter and actor (1893–1953)
Tito Puente	Q317122	1923	2000	38	American musician (1923-2000)
Alla Pugacheva	Q80510	1949	ALIVE	97	Soviet-Russian singer, composer, and actress
Lewis Pugh	Q715979	1969	ALIVE	12	British-South African environmental campaigner, maritime lawyer and endurance swimmer
Carles Puigdemont	Q4740163	1962	ALIVE	86	Catalan politician
Pulakeshin II	Q708370	610	642	22	Indian king from Chalukya dynasty of Vatapi
Casimir Pulaski	Q381854	1745	1779	29	Polish nobleman, general in the American Revolutionary War
John Pule	Q1222678	1962	ALIVE	9	Niuean artist and writer (born 1962)
George Pullman	Q362760	1831	1897	29	engineer and businessman from the United States (1831-1897)
Philip Pullman	Q190220	1946	ALIVE	69	English author
Jan Evangelista Purkyně	Q159542	1787	1869	45	Czech biologist, physiologist, doctor, inventor and politician (1787–1869)
Melvin Purvis	Q765838	1903	1960	17	FBI Agent (1903–1960)
Ferenc Puskás	Q482931	1927	2006	87	Hungarian association football player (1927–2006)
Titiek Puspa	Q6147504	1937	2025	17	Indonesian singer and songwriter
Pussy Riot	Q7551	UNKNOWN	ALIVE	69	Russian punk-rock collective based in Moscow
Hilary Putnam	Q221697	1926	2016	47	American philosopher
Robert D. Putnam	Q351815	1941	ALIVE	33	American political scientist
Radomir Putnik	Q313133	1847	1917	31	Serbian field marshal (1847-1917)
Mario Puzo	Q182870	1920	1999	72	American author, screenwriter, and journalist
Ernie Pyle	Q38415	1900	1945	24	American war correspondent and writer (1900–1945)
Thomas Pynchon	Q35155	1937	ALIVE	65	American novelist (born 1937)
Pyrrho	Q192313	-360	-270	50	Greek philosopher and founder of Pyrrhonism (c.360-c.270 BC)
Ivan Pyryev	Q552450	1901	1968	29	Soviet film director and screenwriter (1901-1968)
Pytheas	Q189971	-359	-289	58	ancient Greek explorer
Fath-Ali Shah Qajar	Q175299	1772	1834	55	second Qajar shah of Iran (1797–1834).
Agha Mohammad Khan Qajar	Q324974	1742	1797	50	founder of the Qajar Dynasty (1796–1797)
Naser al-Din Shah Qajar	Q159416	1831	1896	57	Shah of Qajar Iran from 1848 to 1896
Abdul-Karim Qasim	Q299732	1914	1963	45	Iraqi Army brigadier, nationalist and first prime minister of Iraq after the fall of the monarchy
Qi Baishi	Q369608	1864	1957	32	Chinese painter (1864-1957)
Qian Zhongshu	Q559750	1910	1998	30	Chinese literary scholar and writer (1910–1998)
Bo Gu	Q1329301	1907	1946	20	Chinese politician (1907-1946)
Qin Jiushao	Q565225	1208	1261	26	mathematician of Southern Song dynasty, wrote Shu shu jiu zhang (1247)
Qiu Jin	Q465324	1875	1907	39	Chinese revolutionary, feminist, and writer (1875-1907)
Qiu Ying	Q769372	1494	1552	17	Chinese painter (1494–1552)
Qiu Zhu	Q68469426	UNKNOWN	1585	9	Chinese Ming Dynasty painter (fl. 1565–1585)
Imru' al-Qais	Q1051776	501	544	33	Arab king and poet (501–544)
Mary Quant	Q234147	1934	2023	43	British fashion designer (1930-2023)
Benjamin Arthur Quarles	Q4888218	1904	1996	5	American historian (1904–1996)
Salvatore Quasimodo	Q83038	1901	1968	83	Italian writer (1901-1968)
Queen Latifah	Q1112005	1970	ALIVE	63	American rapper, singer and actress
Rachel de Queiroz	Q283964	1910	2003	30	Brazilian writer and journalist (1910-2003)
Didier Queloz	Q124013	1966	ALIVE	65	Swiss astronomer
Raymond Queneau	Q218690	1903	1976	48	French novelist and poet (1903–1976)
Joel Quenneville	Q1387131	1958	ALIVE	15	Canadian-American ice hockey coach
Jacopo della Quercia	Q314797	1374	1438	33	Italian artist (1374-1438)
François Quesnay	Q13575	1694	1774	54	French economist
Manuel L. Quezon	Q1503	1878	1944	54	President of the Philippines from 1935 to 1944
Phineas Parkhurst Quimby	Q1465045	1802	1866	10	American writer (1802–1866)
Willard Van Orman Quine	Q214969	1908	2000	51	American philosopher and logician (1900–2000)
Anthony Quinn	Q83484	1915	2001	79	Mexican and American actor (1915–2001)
Elpidio Quirino	Q319943	1890	1956	43	President of the Philippines from 1948 to 1953 (1890–1956)
Vidkun Quisling	Q151364	1887	1945	65	Norwegian politician and Nazi collaborator (1887–1945)
Abai Qunanbaiuly	Q304890	1845	1904	53	Kazakh poet, philosopher and composer (1845-1904)
Al-Qurtubi	Q1151805	1214	1273	21	Andalusian jurist and Islamic scholar (1214–1273)
Al-Qushayri	Q4115259	986	1072	18	theologian
Shukri al-Quwatli	Q59981	1891	1967	31	1st President of Syrian Republic (1891–1967)
Ngô Quyền	Q699904	897	944	21	King of Vietnam
R. Nataraja Mudaliar	Q16067202	1885	1972	10	Indian film director
R.E.M.	Q134969	UNKNOWN	ALIVE	66	American alternative rock band
Sun Ra	Q354508	1914	1993	36	American jazz composer and bandleader (1914–1993)
Stefan Raab	Q6969	1966	ALIVE	44	German entertainer
Jean-Joseph Rabearivelo	Q671601	1901	1937	26	Malagasy poet who is widely considered to be Africa's first modern poet and the greatest literary artist of Madagascar. (1901–1937)
Jacques Rabemananjara	Q1374750	1913	2005	10	Malagasy politician (1913-2005)
Isidor Rabi	Q165969	1898	1988	80	American physicist (1898–1988)
Rabi Lamichhane	Q14474324	1988	ALIVE	13	Nepalese journalist
Rabia Basri	Q256506	710	801	54	Iraqi sufi and poet
Rabih az-Zubayr	Q932368	1842	1900	18	Sudanese warlord and slave trader (1842–1900)
Yitzhak Rabin	Q34060	1922	1995	98	Israeli politician, statesman and general (1922–1995)
Sitiveni Rabuka	Q981549	1948	ALIVE	37	Prime Minister of Fiji from 1992 to 1999 and from 2022-
John Rackham	Q312905	1682	1720	44	English pirate (1682-1720)
Vali Rácz	Q590483	1911	1997	9	Hungarian actress, singer (1911–1997)
Alfred Radcliffe-Brown	Q135576	1881	1955	38	British anthropologist (1881–1955)
Ann Radcliffe	Q231944	1764	1823	52	English author and pioneer of the Gothic novel (1764–1823)
Daniel Radcliffe	Q38119	1989	ALIVE	102	British actor and film producer (born 1989)
Paula Radcliffe	Q233672	1973	ALIVE	35	English long-distance runner
Joseph Radetzky von Radetz	Q153500	1766	1858	45	Czech nobleman and Austrian general (1766-1858)
Sarvepalli Radhakrishnan	Q156349	1888	1975	78	2nd President and 1st Vice President of India, Indian philosopher and politician (1888–1975)
Radiohead	Q44190	UNKNOWN	ALIVE	83	English rock band
Alexander Radishchev	Q217470	1749	1802	46	18th century Russian author and social critic
Paul Radmilovic	Q551257	1886	1968	24	British swimmer and water polo player (1886–1968)
Gilda Radner	Q266808	1946	1989	30	American actress and comedian (1946–1989)
Erich Raeder	Q57154	1876	1960	56	German admiral (1876–1960)
Raël	Q1190688	1946	ALIVE	22	founder of Raëlism sect
Chips Rafferty	Q1074634	1909	1971	12	Australian actor (1909–1971)
Stamford Raffles	Q130327	1781	1826	57	British statesman who founded Singapore (1781-1826)
